ROUTENAME,LOGPOINT,OPERATION,LPT_DESC,OPN_DESC,DEVICE,PACKAGE,PIN,ALTERNATE,SETUP,PPH,MACHINE_FAMILY,TOOLING_FAMILY,TOOLQTY,CERTIFICATION
QFN25,4410,1,FT1,,1212006RGRR-G2,3.5X3.5,RGR300,alt,ETS-2-128:6553335B,3298,ETS-2-128,6553335B,1,3
QFN25,4410,1,FT1,,1212006RGRR-G2,3.5X3.5,RGR300,alt,ETS-4M-128:6553335B,3298,ETS-4M-128,6553335B,1,3
QFN7,4410,1,FT1,,1220ARSNR1-G2K,4X4,RSN300,,ETS-2-64:6498316A,1278,ETS-2-64,6498316A,1,1
QFN7,4410,1,FT1,,1220ARSNR1-G2K,4X4,RSN300,alt,ETS-2M-64:6498316A,1278,ETS-2M-64,6498316A,1,1
QFN7,4410,1,FT1,,1220ARSNR1-G2K,4X4,RSN300,alt,ETS-2-128:6498316A,1278,ETS-2-128,6498316A,1,1
QFN7,4410,1,FT1,,1220ARSNR1-G2K,4X4,RSN300,alt,ETS-4M-128:6498316A,1278,ETS-4M-128,6498316A,1,1
QFN25DBAKE,4410,1,FT1,,1304025RHBR-G2,5X5,RHB300,,ETS-2-64:6572424A,2301,ETS-2-64,6572424A,1,1
QFN25DBAKE,4410,1,FT1,,1304025RHBR-G2,5X5,RHB300,alt,ETS-2M-64:6572424A,2301,ETS-2M-64,6572424A,1,1
QFN25DBAKE,4410,1,FT1,,1304025RHBR-G2,5X5,RHB300,alt,ETS-2-128:6572424A,2301,ETS-2-128,6572424A,1,1
QFN25DBAKE,4410,1,FT1,,1304025RHBR-G2,5X5,RHB300,alt,ETS-4M-128:6572424A,2301,ETS-4M-128,6572424A,1,1
QFN25,4410,1,FT1,,1306051RHRR-G2,5.5X3.5,RHR300,,ETS-2-64:6555639A,1630,ETS-2-64,6555639A,1,2
